# BEARINGS

## FROM EA1/AT-186 - Los Gayos de la Cuerva (844 msnm) [4 pts] grid: IN63uk
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA2/VI-016	-22.74	155.59	144.580 MHz	534.62 km  EA2DXY
EA2/ZG-001	-23.08	155.77	145.450 MHz	378.63 km  EA2FED EA2FEG
EA3/BC-006	21.33	-157.48	145.350,144.350 MHz	416.98 km  EA3GRW
EA3/GI-014	24.83	-153.7	144.780 MHz	445.19 km  EA3O
EA3/LL-041	18.37	-160.6	144.775 MHz	413.23 km  EA3JHJ
EA3/LL-050	10.28	-169.19	144.700 MHz	381.36 km  EA3HIG
EA3/LL-051	12.43	-166.92	145.250 MHz	382.36 km  EA3IXK
EA3/TA-012	8.06	-171.69	144.680 MHz	240.02 km  EA3HQR EA3IQK
EA4/GU-002	-45.51	132.3	145.550,144.550 MHz	402.34 km  EA4HGT
EA4/GU-014	-44.15	133.7	145.400 MHz	402.21 km  EA4HIH
EA4/GU-050	-41.81	136.26	144.740 MHz	378.32 km  EA4AWF
EA4/GU-062	-36.04	142.52	144.720 MHz	320.54 km  EA4WT
EA4/MD-002	-53.27	124.25	145.525,144.525 MHz	408.3 km  EA4NB
EA4/MD-025	-48.72	129.08	145.225 MHz	384.08 km  EA4IIJ EA4GGU
EA4/MD-052	-55.07	122.39	144.520 MHz	408.39 km  EA4HNZ
EA4/MD-054	-50.38	127.3	144.560 MHz	396.62 km  EA4GUO
EA5/AT-010	-108.53	71.17	144.640 MHz	44.67 km  EA5ITW
EA5/AT-017	180.0	0.0	144.620 MHz	0.0 km  EA5JTS
EA5/AT-020	-45.3	134.64	144.660 MHz	11.51 km  EA5JYX
EA5/MU-021	-115.77	63.38	144.780 MHz	132.8 km  EA5PY
EA6/MA-077	61.83	-116.16	145.225,144.225 MHz	307.57 km  EA6EE EA6APL EA6LU
EA7/GR-002	-120.46	57.51	145.250,144.250 MHz	341.6 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-108.22	69.48	145.350,144.350 MHz	345.63 km  EA7OM EA7JV
EA7/MA-013	-114.15	63.1	145.475 MHz	438.02 km  EC7ZT

## FROM EA5/AT-020 - Cocoll (1046 msnm) [4 pts] grid: IM98wr
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-42.98	132.95	144.575 MHz	734.42 km  EA1FNT
EA1/BU-002	-32.88	145.12	145.475 MHz	469.69 km  EB2FDT
EA1/BU-004	-33.0	145.11	145.425 MHz	441.95 km  EB1ESK
EA1/BU-007	-33.99	143.95	145.325 MHz	467.58 km  EA1FWZ
EA1/BU-096	-24.04	154.36	144.620 MHz	493.36 km  EA2CON
EA1/CT-036	-36.76	140.25	144.560 MHz	619.16 km  EA2FHK
EA1/LR-004	-31.0	147.16	Cumbre en duda MHz	454.48 km  EA4IS
EA1/OU-001	-53.24	122.44	145.225,144.225 MHz	684.6 km  EA1FTW
EA1/PO-022	-57.38	117.05	145.350 MHz	833.36 km  EA1FMJ
EA1/SG-001	-53.05	124.51	145.300 MHz	401.67 km  EA4DON EA4DOS
EA1/SG-003	-50.61	127.02	144.540 MHz	402.65 km  EA4IPO
EA1/SG-005	-54.46	123.06	145.275,144.275 MHz	402.8 km  EA9ADD
EA1/SG-010	-55.07	122.38	145.325,144 MHz	411.51 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-56.5	120.94	144.660 MHz	406.55 km  EA4HFO EA4GVU
EA1/SO-003	-22.68	156.21	145.500 MHz	368.92 km  EA2ETB
EA1/SO-026	-36.31	142.19	144.640 MHz	331.37 km  EA7RX
EA1/ZA-002	-52.51	123.36	145.250,144.250 MHz	661.61 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-21.6	156.79	144.700 MHz	539.38 km  EA2DCA
EA2/HU-093	6.62	-173.0	144.760 MHz	413.62 km  EA4BQG
EA2/NV-003	-8.42	171.02	145.400 MHz	477.57 km  EA2EUS
EA2/NV-032	-17.52	161.3	144.680 MHz	492.55 km  EA2BD
EA2/NV-035	-11.9	167.26	144.720 MHz	501.82 km  EA2FDI
EA2/NV-148	-18.42	160.42	144.575 MHz	459.83 km  EA2CCG
EA2/VI-016	-22.32	156.08	144.580 MHz	524.0 km  EA2DXY
EA2/ZG-001	-22.46	156.45	145.450 MHz	368.0 km  EA2FED EA2FEG
EA3/BC-006	22.74	-156.01	145.350,144.350 MHz	412.54 km  EA3GRW
EA3/GI-014	26.17	-152.3	144.780 MHz	441.41 km  EA3O
EA3/LL-041	19.76	-159.15	144.775 MHz	408.26 km  EA3JHJ
EA3/LL-050	11.67	-167.73	144.700 MHz	374.97 km  EA3HIG
EA3/LL-051	13.85	-165.44	145.250 MHz	376.34 km  EA3IXK
EA3/TA-012	10.27	-169.42	144.680 MHz	233.33 km  EA3HQR EA3IQK
EA4/GU-002	-45.57	132.29	145.550,144.550 MHz	390.83 km  EA4HGT
EA4/GU-014	-44.18	133.74	145.400 MHz	390.7 km  EA4HIH
EA4/GU-050	-41.76	136.37	144.740 MHz	366.83 km  EA4AWF
EA4/GU-062	-35.76	142.87	144.720 MHz	309.19 km  EA4WT
EA4/MD-002	-53.56	124.02	145.525,144.525 MHz	396.9 km  EA4NB
EA4/MD-025	-48.89	128.98	145.225 MHz	372.59 km  EA4IIJ EA4GGU
EA4/MD-052	-55.41	122.11	144.520 MHz	397.05 km  EA4HNZ
EA4/MD-054	-50.59	127.15	144.560 MHz	385.16 km  EA4GUO
EA5/AT-010	-123.18	56.58	144.640 MHz	40.8 km  EA5ITW
EA5/AT-017	134.64	-45.3	144.620 MHz	11.51 km  EA5JTS
EA5/AT-020	180.0	0.0	144.660 MHz	0.0 km  EA5JYX
EA5/MU-021	-120.64	58.57	144.780 MHz	129.41 km  EA5PY
EA6/MA-077	63.79	-114.14	145.225,144.225 MHz	311.15 km  EA6EE EA6APL EA6LU
EA7/GR-002	-122.4	55.62	145.250,144.250 MHz	338.83 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-110.0	67.76	145.350,144.350 MHz	340.55 km  EA7OM EA7JV
EA7/MA-013	-115.62	61.68	145.475 MHz	433.99 km  EC7ZT

## FROM EA5/MU-021 - Almeces (1121 msnm) [4 pts] grid: IM98gd
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-33.67	143.11	144.575 MHz	717.94 km  EA1FNT
EA1/BU-002	-18.14	160.68	145.475 MHz	482.26 km  EB2FDT
EA1/BU-004	-17.32	161.63	145.425 MHz	455.33 km  EB1ESK
EA1/BU-007	-19.12	159.66	145.325 MHz	477.78 km  EA1FWZ
EA1/BU-096	-10.66	168.57	144.620 MHz	524.21 km  EA2CON
EA1/CT-036	-25.59	152.27	144.560 MHz	618.85 km  EA2FHK
EA1/LR-004	-15.9	163.09	Cumbre en duda MHz	471.73 km  EA4IS
EA1/OU-001	-43.41	133.12	145.225,144.225 MHz	645.98 km  EA1FTW
EA1/PO-022	-49.74	125.55	145.350 MHz	783.65 km  EA1FMJ
EA1/SG-001	-35.11	143.28	145.300 MHz	372.07 km  EA4DON EA4DOS
EA1/SG-003	-32.68	145.77	144.540 MHz	378.49 km  EA4IPO
EA1/SG-005	-36.61	141.73	145.275,144.275 MHz	369.97 km  EA9ADD
EA1/SG-010	-37.66	140.61	145.325,144 MHz	376.87 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-38.91	139.34	144.660 MHz	368.94 km  EA4HFO EA4GVU
EA1/SO-003	-5.16	174.56	145.500 MHz	407.5 km  EA2ETB
EA1/SO-026	-15.11	164.21	144.640 MHz	343.6 km  EA7RX
EA1/ZA-002	-42.26	134.46	145.250,144.250 MHz	625.01 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-9.56	169.67	144.700 MHz	574.09 km  EA2DCA
EA2/HU-093	17.64	-161.17	144.760 MHz	502.62 km  EA4BQG
EA2/NV-003	3.58	-176.15	145.400 MHz	539.94 km  EA2EUS
EA2/NV-032	-4.76	174.89	144.680 MHz	536.91 km  EA2BD
EA2/NV-035	-0.01	179.99	144.720 MHz	557.01 km  EA2FDI
EA2/NV-148	-4.68	174.99	144.575 MHz	503.34 km  EA2CCG
EA2/VI-016	-9.87	169.37	144.580 MHz	557.6 km  EA2DXY
EA2/ZG-001	-4.93	174.8	145.450 MHz	407.07 km  EA2FED EA2FEG
EA3/BC-006	30.44	-147.5	145.350,144.350 MHz	522.14 km  EA3GRW
EA3/GI-014	32.71	-144.94	144.780 MHz	554.25 km  EA3O
EA3/LL-041	28.18	-149.92	144.775 MHz	514.62 km  EA3JHJ
EA3/LL-050	22.57	-156.02	144.700 MHz	471.88 km  EA3HIG
EA3/LL-051	24.23	-154.25	145.250 MHz	476.06 km  EA3IXK
EA3/TA-012	26.56	-152.32	144.680 MHz	332.77 km  EA3HQR EA3IQK
EA4/GU-002	-27.11	151.58	145.550,144.550 MHz	378.69 km  EA4HGT
EA4/GU-014	-25.75	152.99	145.400 MHz	381.72 km  EA4HIH
EA4/GU-050	-22.2	156.76	144.740 MHz	364.67 km  EA4AWF
EA4/GU-062	-13.15	166.29	144.720 MHz	324.34 km  EA4WT
EA4/MD-002	-35.39	143.01	145.525,144.525 MHz	366.41 km  EA4NB
EA4/MD-025	-29.39	149.3	145.225 MHz	354.06 km  EA4IIJ EA4GGU
EA4/MD-052	-37.31	141.04	144.520 MHz	362.38 km  EA4HNZ
EA4/MD-054	-31.77	146.79	144.560 MHz	362.04 km  EA4GUO
EA5/AT-010	59.73	-119.72	144.640 MHz	88.66 km  EA5ITW
EA5/AT-017	63.38	-115.77	144.620 MHz	132.8 km  EA5JTS
EA5/AT-020	58.57	-120.64	144.660 MHz	129.41 km  EA5JYX
EA5/MU-021	180.0	0.0	144.780 MHz	0.0 km  EA5PY
EA6/MA-077	61.7	-115.44	145.225,144.225 MHz	440.29 km  EA6EE EA6APL EA6LU
EA7/GR-002	-124.27	54.54	145.250,144.250 MHz	209.52 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-104.41	74.14	145.350,144.350 MHz	214.69 km  EA7OM EA7JV
EA7/MA-013	-114.29	63.81	145.475 MHz	305.29 km  EC7ZT

## FROM EA6/MA-077 - Talaia d'Albercutx (380 msnm) [2 pts] grid: JM19nw
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-60.69	113.02	144.575 MHz	876.19 km  EA1FNT
EA1/BU-002	-62.17	113.65	145.475 MHz	592.63 km  EB2FDT
EA1/BU-004	-63.71	112.24	145.425 MHz	569.67 km  EB1ESK
EA1/BU-007	-63.03	112.74	145.325 MHz	595.56 km  EA1FWZ
EA1/BU-096	-54.75	121.46	144.620 MHz	573.08 km  EA2CON
EA1/CT-036	-58.95	115.86	144.560 MHz	741.94 km  EA2FHK
EA1/LR-004	-61.71	114.28	Cumbre en duda MHz	571.71 km  EA4IS
EA1/OU-001	-69.64	103.84	145.225,144.225 MHz	871.1 km  EA1FTW
EA1/PO-022	-70.2	102.0	145.350 MHz	1029.25 km  EA1FMJ
EA1/SG-001	-78.05	97.36	145.300 MHz	609.03 km  EA4DON EA4DOS
EA1/SG-003	-76.58	98.9	144.540 MHz	601.98 km  EA4IPO
EA1/SG-005	-78.83	96.53	145.275,144.275 MHz	614.51 km  EA9ADD
EA1/SG-010	-78.83	96.46	145.325,144 MHz	624.22 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-79.88	95.41	144.660 MHz	624.2 km  EA4HFO EA4GVU
EA1/SO-003	-62.17	114.58	145.500 MHz	467.64 km  EA2ETB
EA1/SO-026	-72.64	103.72	144.640 MHz	492.66 km  EA7RX
EA1/ZA-002	-69.6	104.07	145.250,144.250 MHz	846.58 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-50.55	125.66	144.700 MHz	600.48 km  EA2DCA
EA2/HU-093	-38.13	140.1	144.760 MHz	358.14 km  EA4BQG
EA2/NV-003	-44.05	133.22	145.400 MHz	483.68 km  EA2EUS
EA2/NV-032	-50.0	126.63	144.680 MHz	541.22 km  EA2BD
EA2/NV-035	-45.12	131.86	144.720 MHz	520.86 km  EA2FDI
EA2/NV-148	-52.72	123.95	144.575 MHz	518.97 km  EA2CCG
EA2/VI-016	-51.87	124.34	144.580 MHz	590.84 km  EA2DXY
EA2/ZG-001	-62.11	114.64	145.450 MHz	466.02 km  EA2FED EA2FEG
EA3/BC-006	-24.11	155.01	145.350,144.350 MHz	270.86 km  EA3GRW
EA3/GI-014	-15.97	163.43	144.780 MHz	272.09 km  EA3O
EA3/LL-041	-27.65	151.3	144.775 MHz	284.2 km  EA3JHJ
EA3/LL-050	-39.39	139.07	144.700 MHz	306.72 km  EA3HIG
EA3/LL-051	-37.56	141.01	145.250 MHz	296.06 km  EA3IXK
EA3/TA-012	-66.71	111.5	144.680 MHz	254.78 km  EA3HQR EA3IQK
EA4/GU-002	-74.18	101.53	145.550,144.550 MHz	574.56 km  EA4HGT
EA4/GU-014	-73.37	102.39	145.400 MHz	569.53 km  EA4HIH
EA4/GU-050	-73.3	102.68	144.740 MHz	540.83 km  EA4AWF
EA4/GU-062	-74.03	102.46	144.720 MHz	473.56 km  EA4WT
EA4/MD-002	-78.56	96.87	145.525,144.525 MHz	606.41 km  EA4NB
EA4/MD-025	-77.01	98.71	145.225 MHz	570.04 km  EA4IIJ EA4GGU
EA4/MD-052	-79.63	95.75	144.520 MHz	612.33 km  EA4HNZ
EA4/MD-054	-77.37	98.22	144.560 MHz	586.53 km  EA4GUO
EA5/AT-010	-114.94	62.74	144.640 MHz	351.69 km  EA5ITW
EA5/AT-017	-116.16	61.83	144.620 MHz	307.57 km  EA5JTS
EA5/AT-020	-114.14	63.79	144.660 MHz	311.15 km  EA5JYX
EA5/MU-021	-115.44	61.7	144.780 MHz	440.29 km  EA5PY
EA6/MA-077	180.0	0.0	145.225,144.225 MHz	0.0 km  EA6EE EA6APL EA6LU
EA7/GR-002	-117.37	58.59	145.250,144.250 MHz	649.04 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-110.89	64.79	145.350,144.350 MHz	650.75 km  EA7OM EA7JV
EA7/MA-013	-113.79	61.44	145.475 MHz	745.14 km  EC7ZT

## FROM EA7/GR-002 - Veleta (3395 msnm) [10 pts] grid: IM87hb
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-18.71	159.37	144.575 MHz	749.86 km  EA1FNT
EA1/BU-002	1.05	-178.86	145.475 MHz	576.67 km  EB2FDT
EA1/BU-004	2.66	-177.14	145.425 MHz	553.89 km  EB1ESK
EA1/BU-007	0.44	-179.52	145.325 MHz	569.58 km  EA1FWZ
EA1/BU-096	5.63	-173.88	144.620 MHz	637.64 km  EA2CON
EA1/CT-036	-9.17	169.97	144.560 MHz	682.56 km  EA2FHK
EA1/LR-004	3.17	-176.59	Cumbre en duda MHz	573.3 km  EA4IS
EA1/OU-001	-26.0	151.81	145.225,144.225 MHz	646.59 km  EA1FTW
EA1/PO-022	-35.49	141.1	145.350 MHz	755.15 km  EA1FMJ
EA1/SG-001	-6.74	172.89	145.300 MHz	424.28 km  EA4DON EA4DOS
EA1/SG-003	-5.31	174.38	144.540 MHz	437.61 km  EA4IPO
EA1/SG-005	-7.75	171.83	145.275,144.275 MHz	417.61 km  EA9ADD
EA1/SG-010	-9.03	170.48	145.325,144 MHz	420.17 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-9.45	170.05	144.660 MHz	409.22 km  EA4HFO EA4GVU
EA1/SO-003	13.39	-165.66	145.500 MHz	541.29 km  EA2ETB
EA1/SO-026	9.31	-170.13	144.640 MHz	457.37 km  EA7RX
EA1/ZA-002	-24.31	153.69	145.250,144.250 MHz	630.88 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	5.25	-174.25	144.700 MHz	688.44 km  EA2DCA
EA2/HU-093	27.38	-150.19	144.760 MHz	679.89 km  EA4BQG
EA2/NV-003	16.26	-162.22	145.400 MHz	688.63 km  EA2EUS
EA2/NV-032	9.91	-169.19	144.680 MHz	665.53 km  EA2BD
EA2/NV-035	13.15	-165.59	144.720 MHz	696.77 km  EA2FDI
EA2/NV-148	10.8	-168.27	144.575 MHz	633.5 km  EA2CCG
EA2/VI-016	5.4	-174.1	144.580 MHz	671.77 km  EA2DXY
EA2/ZG-001	13.56	-165.47	145.450 MHz	541.43 km  EA2FED EA2FEG
EA3/BC-006	36.4	-140.32	145.350,144.350 MHz	717.17 km  EA3GRW
EA3/GI-014	37.76	-138.67	144.780 MHz	751.56 km  EA3O
EA3/LL-041	34.85	-142.03	144.775 MHz	707.04 km  EA3JHJ
EA3/LL-050	31.4	-145.97	144.700 MHz	657.33 km  EA3HIG
EA3/LL-051	32.51	-144.74	145.250 MHz	663.78 km  EA3IXK
EA3/TA-012	36.56	-141.11	144.680 MHz	525.72 km  EA3HQR EA3IQK
EA4/GU-002	-1.15	178.78	145.550,144.550 MHz	455.02 km  EA4HGT
EA4/GU-014	-0.31	179.67	145.400 MHz	461.82 km  EA4HIH
EA4/GU-050	3.22	-176.58	144.740 MHz	456.96 km  EA4AWF
EA4/GU-062	11.69	-167.64	144.720 MHz	445.02 km  EA4WT
EA4/MD-002	-6.57	173.07	145.525,144.525 MHz	418.47 km  EA4NB
EA4/MD-025	-1.3	178.63	145.225 MHz	426.44 km  EA4IIJ EA4GGU
EA4/MD-052	-7.75	171.84	144.520 MHz	408.81 km  EA4HNZ
EA4/MD-054	-3.57	176.24	144.560 MHz	426.09 km  EA4GUO
EA5/AT-010	55.73	-122.54	144.640 MHz	298.03 km  EA5ITW
EA5/AT-017	57.51	-120.46	144.620 MHz	341.6 km  EA5JTS
EA5/AT-020	55.62	-122.4	144.660 MHz	338.83 km  EA5JYX
EA5/MU-021	54.54	-124.27	144.780 MHz	209.52 km  EA5PY
EA6/MA-077	58.59	-117.37	145.225,144.225 MHz	649.04 km  EA6EE EA6APL EA6LU
EA7/GR-002	180.0	0.0	145.250,144.250 MHz	0.0 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-29.52	150.24	145.350,144.350 MHz	73.33 km  EA7OM EA7JV
EA7/MA-013	-95.33	83.97	145.475 MHz	105.4 km  EC7ZT

## FROM EA7/JA-010 - Pandera, La (1870 msnm) [8 pts] grid: IM87cp
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-17.8	160.54	144.575 MHz	677.97 km  EA1FNT
EA1/BU-002	4.95	-174.71	145.475 MHz	514.88 km  EB2FDT
EA1/BU-004	6.95	-172.59	145.425 MHz	493.36 km  EB1ESK
EA1/BU-007	4.33	-175.38	145.325 MHz	507.37 km  EA1FWZ
EA1/BU-096	9.55	-169.7	144.620 MHz	579.21 km  EA2CON
EA1/CT-036	-7.05	172.35	144.560 MHz	614.33 km  EA2FHK
EA1/LR-004	7.33	-172.16	Cumbre en duda MHz	513.1 km  EA4IS
EA1/OU-001	-25.8	152.26	145.225,144.225 MHz	573.41 km  EA1FTW
EA1/PO-022	-36.38	140.45	145.350 MHz	682.26 km  EA1FMJ
EA1/SG-001	-2.45	177.44	145.300 MHz	357.79 km  EA4DON EA4DOS
EA1/SG-003	-0.93	179.02	144.540 MHz	371.94 km  EA4IPO
EA1/SG-005	-3.56	176.28	145.275,144.275 MHz	350.56 km  EA9ADD
EA1/SG-010	-5.11	174.65	145.325,144 MHz	352.41 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-5.48	174.28	144.660 MHz	341.26 km  EA4HFO EA4GVU
EA1/SO-003	18.97	-159.8	145.500 MHz	490.11 km  EA2ETB
EA1/SO-026	15.61	-163.57	144.640 MHz	402.87 km  EA7RX
EA1/ZA-002	-23.87	154.37	145.250,144.250 MHz	557.89 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	8.8	-170.43	144.700 MHz	629.58 km  EA2DCA
EA2/HU-093	32.6	-144.7	144.760 MHz	642.77 km  EA4BQG
EA2/NV-003	20.7	-157.5	145.400 MHz	639.63 km  EA2EUS
EA2/NV-032	14.02	-164.8	144.680 MHz	610.66 km  EA2BD
EA2/NV-035	17.31	-161.17	144.720 MHz	644.76 km  EA2FDI
EA2/NV-148	15.24	-163.57	144.575 MHz	579.53 km  EA2CCG
EA2/VI-016	9.06	-170.17	144.580 MHz	613.07 km  EA2DXY
EA2/ZG-001	19.16	-159.6	145.450 MHz	490.43 km  EA2FED EA2FEG
EA3/BC-006	41.69	-134.74	145.350,144.350 MHz	690.48 km  EA3GRW
EA3/GI-014	42.83	-133.32	144.780 MHz	726.38 km  EA3O
EA3/LL-041	40.17	-136.43	144.775 MHz	678.53 km  EA3JHJ
EA3/LL-050	37.02	-140.07	144.700 MHz	624.96 km  EA3HIG
EA3/LL-051	38.12	-138.86	145.250 MHz	632.7 km  EA3IXK
EA3/TA-012	43.99	-133.4	144.680 MHz	500.48 km  EA3HQR EA3IQK
EA4/GU-002	3.7	-176.11	145.550,144.550 MHz	392.05 km  EA4HGT
EA4/GU-014	4.57	-175.19	145.400 MHz	399.41 km  EA4HIH
EA4/GU-050	8.69	-170.85	144.740 MHz	397.26 km  EA4AWF
EA4/GU-062	18.49	-160.57	144.720 MHz	392.82 km  EA4WT
EA4/MD-002	-2.17	177.73	145.525,144.525 MHz	352.1 km  EA4NB
EA4/MD-025	3.92	-175.89	145.225 MHz	363.47 km  EA4IIJ EA4GGU
EA4/MD-052	-3.44	176.41	144.520 MHz	341.79 km  EA4HNZ
EA4/MD-054	1.27	-178.67	144.560 MHz	361.58 km  EA4GUO
EA5/AT-010	69.53	-108.48	144.640 MHz	300.96 km  EA5ITW
EA5/AT-017	69.48	-108.22	144.620 MHz	345.63 km  EA5JTS
EA5/AT-020	67.76	-110.0	144.660 MHz	340.55 km  EA5JYX
EA5/MU-021	74.14	-104.41	144.780 MHz	214.69 km  EA5PY
EA6/MA-077	64.79	-110.89	145.225,144.225 MHz	650.75 km  EA6EE EA6APL EA6LU
EA7/GR-002	150.24	-29.52	145.250,144.250 MHz	73.33 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	180.0	0.0	145.350,144.350 MHz	0.0 km  EA7OM EA7JV
EA7/MA-013	-137.17	42.36	145.475 MHz	100.75 km  EC7ZT

## FROM EA7/MA-013 - Camorro Siete Mesas (1342 msnm) [6 pts] grid: IM76rx
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-11.41	167.44	144.575 MHz	732.64 km  EA1FNT
EA1/BU-002	10.41	-168.75	145.475 MHz	597.6 km  EB2FDT
EA1/BU-004	12.33	-166.72	145.425 MHz	578.02 km  EB1ESK
EA1/BU-007	9.95	-169.26	145.325 MHz	589.55 km  EA1FWZ
EA1/BU-096	13.83	-164.92	144.620 MHz	665.73 km  EA2CON
EA1/CT-036	-1.06	178.83	144.560 MHz	683.6 km  EA2FHK
EA1/LR-004	12.47	-166.54	Cumbre en duda MHz	597.99 km  EA4IS
EA1/OU-001	-17.55	161.01	145.225,144.225 MHz	617.28 km  EA1FTW
EA1/PO-022	-28.84	148.51	145.350 MHz	708.05 km  EA1FMJ
EA1/SG-001	6.56	-173.07	145.300 MHz	434.62 km  EA4DON EA4DOS
EA1/SG-003	7.5	-172.07	144.540 MHz	450.12 km  EA4IPO
EA1/SG-005	5.82	-173.86	145.275,144.275 MHz	426.34 km  EA9ADD
EA1/SG-010	4.51	-175.24	145.325,144 MHz	426.51 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	4.48	-175.27	144.660 MHz	415.14 km  EA4HFO EA4GVU
EA1/SO-003	22.5	-155.79	145.500 MHz	583.68 km  EA2ETB
EA1/SO-026	20.48	-158.22	144.640 MHz	494.61 km  EA7RX
EA1/ZA-002	-15.56	163.18	145.250,144.250 MHz	604.84 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	12.84	-165.9	144.700 MHz	715.3 km  EA2DCA
EA2/HU-093	33.51	-143.31	144.760 MHz	742.14 km  EA4BQG
EA2/NV-003	23.19	-154.53	145.400 MHz	733.95 km  EA2EUS
EA2/NV-032	17.52	-160.82	144.680 MHz	700.63 km  EA2BD
EA2/NV-035	20.21	-157.78	144.720 MHz	736.96 km  EA2FDI
EA2/NV-148	18.75	-159.57	144.575 MHz	670.45 km  EA2CCG
EA2/VI-016	13.18	-165.57	144.580 MHz	699.06 km  EA2DXY
EA2/ZG-001	22.66	-155.62	145.450 MHz	584.11 km  EA2FED EA2FEG
EA3/BC-006	41.37	-134.6	145.350,144.350 MHz	791.22 km  EA3GRW
EA3/GI-014	42.37	-133.32	144.780 MHz	827.13 km  EA3O
EA3/LL-041	40.05	-136.08	144.775 MHz	779.19 km  EA3JHJ
EA3/LL-050	37.35	-139.26	144.700 MHz	725.27 km  EA3HIG
EA3/LL-051	38.3	-138.21	145.250 MHz	733.16 km  EA3IXK
EA3/TA-012	43.33	-133.6	144.680 MHz	601.22 km  EA3HQR EA3IQK
EA4/GU-002	10.92	-168.4	145.550,144.550 MHz	474.47 km  EA4HGT
EA4/GU-014	11.52	-167.75	145.400 MHz	482.57 km  EA4HIH
EA4/GU-050	14.93	-164.14	144.740 MHz	483.96 km  EA4AWF
EA4/GU-062	22.92	-155.67	144.720 MHz	486.4 km  EA4WT
EA4/MD-002	6.9	-172.71	145.525,144.525 MHz	429.29 km  EA4NB
EA4/MD-025	11.59	-167.74	145.225 MHz	446.38 km  EA4IIJ EA4GGU
EA4/MD-052	6.12	-173.55	144.520 MHz	417.83 km  EA4HNZ
EA4/MD-054	9.49	-169.97	144.560 MHz	442.04 km  EA4GUO
EA5/AT-010	62.46	-115.09	144.640 MHz	393.58 km  EA5ITW
EA5/AT-017	63.1	-114.15	144.620 MHz	438.02 km  EA5JTS
EA5/AT-020	61.68	-115.62	144.660 MHz	433.99 km  EA5JYX
EA5/MU-021	63.81	-114.29	144.780 MHz	305.29 km  EA5PY
EA6/MA-077	61.44	-113.79	145.225,144.225 MHz	745.14 km  EA6EE EA6APL EA6LU
EA7/GR-002	83.97	-95.33	145.250,144.250 MHz	105.4 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	42.36	-137.17	145.350,144.350 MHz	100.75 km  EA7OM EA7JV
EA7/MA-013	180.0	0.0	145.475 MHz	0.0 km  EC7ZT
